source,city,temp,date,yes_price,volume,market_id,created_at,resolved_at,end_date,question,outcome,closed
polymarket_resolved_temps.json,Beijing be 25°C or higher,,March 29,,,,,,,,,
polymarket_resolved_temps.json,Ankara be 4°C or below,,March 29,,,,,,,,,
polymarket_resolved_temps.json,Ankara be 5°C,,March 29,,,,,,,,,
polymarket_resolved_temps.json,Ankara be 6°C,,March 29,,,,,,,,,
polymarket_resolved_temps.json,Ankara be 7°C,,March 29,,,,,,,,,
polymarket_resolved_temps.json,Ankara be 8°C,,March 29,,,,,,,,,
polymarket_resolved_temps.json,Ankara be 9°C,,March 29,,,,,,,,,
polymarket_resolved_temps.json,Chongqing be 14°C or below,,March 29,,,,,,,,,
polymarket_resolved_temps.json,Chongqing be 15°C,,March 29,,,,,,,,,
polymarket_resolved_temps.json,Chongqing be 16°C,,March 29,,,,,,,,,
polymarket_resolved_temps.json,Chongqing be 17°C,,March 29,,,,,,,,,
polymarket_resolved_temps.json,Chongqing be 18°C,,March 29,,,,,,,,,
polymarket_resolved_temps.json,Chongqing be 19°C,,March 29,,,,,,,,,
polymarket_resolved_temps.json,Chongqing be 20°C,,March 29,,,,,,,,,
polymarket_resolved_temps.json,Chongqing be 21°C,,March 29,,,,,,,,,
polymarket_resolved_temps.json,Chongqing be 22°C,,March 29,,,,,,,,,
polymarket_resolved_temps.json,Chongqing be 23°C,,March 29,,,,,,,,,
polymarket_resolved_temps.json,Chongqing be 24°C or higher,,March 29,,,,,,,,,
polymarket_resolved_temps.json,Buenos Aires be 23°C or below,,March 29,,,,,,,,,
polymarket_resolved_temps.json,Buenos Aires be 24°C,,March 29,,,,,,,,,
polymarket_resolved_temps.json,Buenos Aires be 25°C,,March 29,,,,,,,,,
polymarket_resolved_temps.json,Buenos Aires be 26°C,,March 29,,,,,,,,,
polymarket_resolved_temps.json,Chicago be 43°F or below,,March 28,,,,,,,,,
polymarket_resolved_temps.json,Chicago be 62°F or higher,,March 28,,,,,,,,,
polymarket_resolved_temps.json,Singapore be 25°C or below,,March 29,,,,,,,,,
polymarket_resolved_temps.json,Singapore be 26°C,,March 29,,,,,,,,,
polymarket_resolved_temps.json,Singapore be 27°C,,March 29,,,,,,,,,
polymarket_resolved_temps.json,Singapore be 28°C,,March 29,,,,,,,,,
polymarket_resolved_temps.json,Singapore be 29°C,,March 29,,,,,,,,,
polymarket_resolved_temps.json,Singapore be 30°C,,March 29,,,,,,,,,
polymarket_resolved_temps.json,Singapore be 31°C,,March 29,,,,,,,,,
polymarket_resolved_temps.json,Singapore be 32°C,,March 29,,,,,,,,,
polymarket_resolved_temps.json,Singapore be 33°C,,March 29,,,,,,,,,
polymarket_resolved_temps.json,Singapore be 34°C,,March 29,,,,,,,,,
polymarket_resolved_temps.json,Singapore be 35°C or higher,,March 29,,,,,,,,,
polymarket_resolved_temps.json,Chicago be 53°F or below,,March 29,,,,,,,,,
polymarket_resolved_temps.json,Warsaw be 7°C or below,,March 29,,,,,,,,,
polymarket_resolved_temps.json,Warsaw be 8°C,,March 29,,,,,,,,,
polymarket_resolved_temps.json,Warsaw be 9°C,,March 29,,,,,,,,,
polymarket_resolved_temps.json,Warsaw be 10°C,,March 29,,,,,,,,,
polymarket_resolved_temps.json,Warsaw be 11°C,,March 29,,,,,,,,,
polymarket_resolved_temps.json,Warsaw be 12°C,,March 29,,,,,,,,,
polymarket_resolved_temps.json,Warsaw be 13°C,,March 29,,,,,,,,,
polymarket_resolved_temps.json,Warsaw be 14°C,,March 29,,,,,,,,,
polymarket_resolved_temps.json,Warsaw be 15°C,,March 29,,,,,,,,,
polymarket_resolved_temps.json,Warsaw be 16°C,,March 29,,,,,,,,,
polymarket_resolved_temps.json,Warsaw be 17°C or higher,,March 29,,,,,,,,,
polymarket_resolved_temps.json,Los Angeles be 65°F or below,,March 29,,,,,,,,,
polymarket_resolved_temps.json,Madrid be 11°C or below,,March 29,,,,,,,,,
polymarket_resolved_temps.json,Madrid be 12°C,,March 29,,,,,,,,,
polymarket_resolved_temps.json,Atlanta be 59°F or below,,March 29,,,,,,,,,
polymarket_resolved_temps.json,Toronto be 0°C or below,,March 29,,,,,,,,,
polymarket_resolved_temps.json,Toronto be 1°C,,March 29,,,,,,,,,
polymarket_resolved_temps.json,Toronto be 2°C,,March 29,,,,,,,,,
polymarket_resolved_temps.json,Toronto be 3°C,,March 29,,,,,,,,,
polymarket_resolved_temps.json,Toronto be 4°C,,March 29,,,,,,,,,
polymarket_resolved_temps.json,Toronto be 5°C,,March 29,,,,,,,,,
polymarket_resolved_temps.json,Toronto be 6°C,,March 29,,,,,,,,,
polymarket_resolved_temps.json,Toronto be 7°C,,March 29,,,,,,,,,
polymarket_resolved_temps.json,Toronto be 8°C,,March 29,,,,,,,,,
polymarket_resolved_temps.json,Toronto be 9°C,,March 29,,,,,,,,,
polymarket_resolved_temps.json,Toronto be 10°C or higher,,March 29,,,,,,,,,
polymarket_resolved_temps.json,Tel Aviv be 21°C or below,,March 29,,,,,,,,,
polymarket_resolved_temps.json,Seattle be 37°F or below,,March 29,,,,,,,,,
polymarket_resolved_temps.json,Dallas be 73°F or below,,March 29,,,,,,,,,
polymarket_resolved_temps.json,Taipei be 22°C or below,,March 29,,,,,,,,,
polymarket_resolved_temps.json,Taipei be 23°C,,March 29,,,,,,,,,
polymarket_resolved_temps.json,Taipei be 24°C,,March 29,,,,,,,,,
polymarket_resolved_temps.json,Taipei be 25°C,,March 29,,,,,,,,,
polymarket_resolved_temps.json,Taipei be 26°C,,March 29,,,,,,,,,
polymarket_resolved_temps.json,Taipei be 27°C,,March 29,,,,,,,,,
polymarket_resolved_temps.json,Taipei be 28°C,,March 29,,,,,,,,,
polymarket_resolved_temps.json,Taipei be 29°C,,March 29,,,,,,,,,
polymarket_resolved_temps.json,Taipei be 30°C,,March 29,,,,,,,,,
polymarket_resolved_temps.json,Taipei be 31°C,,March 29,,,,,,,,,
polymarket_resolved_temps.json,Taipei be 32°C or higher,,March 29,,,,,,,,,
polymarket_resolved_temps.json,Sao Paulo be 24°C or below,,March 29,,,,,,,,,
polymarket_resolved_temps.json,Sao Paulo be 25°C,,March 29,,,,,,,,,
polymarket_resolved_temps.json,Sao Paulo be 26°C,,March 29,,,,,,,,,
polymarket_resolved_temps.json,Sao Paulo be 27°C,,March 29,,,,,,,,,
polymarket_resolved_temps.json,Sao Paulo be 28°C,,March 29,,,,,,,,,
polymarket_resolved_temps.json,Sao Paulo be 29°C,,March 29,,,,,,,,,
polymarket_resolved_temps.json,Wuhan be 18°C or below,,March 29,,,,,,,,,
polymarket_resolved_temps.json,Wuhan be 19°C,,March 29,,,,,,,,,
polymarket_resolved_temps.json,Wuhan be 20°C,,March 29,,,,,,,,,
polymarket_resolved_temps.json,Wuhan be 21°C,,March 29,,,,,,,,,
polymarket_resolved_temps.json,Wuhan be 22°C,,March 29,,,,,,,,,
polymarket_resolved_temps.json,Wuhan be 23°C,,March 29,,,,,,,,,
polymarket_resolved_temps.json,Wuhan be 24°C,,March 29,,,,,,,,,
polymarket_resolved_temps.json,Wuhan be 25°C,,March 29,,,,,,,,,
polymarket_resolved_temps.json,Wuhan be 26°C,,March 29,,,,,,,,,
polymarket_resolved_temps.json,Wuhan be 27°C,,March 29,,,,,,,,,
polymarket_resolved_temps.json,Wuhan be 28°C or higher,,March 29,,,,,,,,,
polymarket_resolved_temps.json,Wellington be 13°C or below,,March 29,,,,,,,,,
polymarket_resolved_temps.json,Wellington be 14°C,,March 29,,,,,,,,,
polymarket_resolved_temps.json,Wellington be 15°C,,March 29,,,,,,,,,
polymarket_resolved_temps.json,Wellington be 16°C,,March 29,,,,,,,,,
polymarket_resolved_temps.json,Wellington be 17°C,,March 29,,,,,,,,,
polymarket_resolved_temps.json,Wellington be 18°C,,March 29,,,,,,,,,
polymarket_resolved_temps.json,Wellington be 19°C,,March 29,,,,,,,,,
polymarket_resolved_temps.json,Wellington be 20°C,,March 29,,,,,,,,,
polymarket_resolved_temps.json,Wellington be 21°C,,March 29,,,,,,,,,
polymarket_resolved_temps.json,Wellington be 22°C,,March 29,,,,,,,,,
polymarket_resolved_temps.json,Wellington be 23°C or higher,,March 29,,,,,,,,,
polymarket_resolved_temps.json,San Francisco be 57°F or below,,March 29,,,,,,,,,
polymarket_resolved_temps.json,Houston be 73°F or below,,March 29,,,,,,,,,
polymarket_resolved_temps.json,Chengdu be 11°C or below,,March 29,,,,,,,,,
polymarket_resolved_temps.json,Chengdu be 12°C,,March 29,,,,,,,,,
polymarket_resolved_temps.json,Chengdu be 13°C,,March 29,,,,,,,,,
polymarket_resolved_temps.json,Chengdu be 14°C,,March 29,,,,,,,,,
polymarket_resolved_temps.json,Chengdu be 15°C,,March 29,,,,,,,,,
polymarket_resolved_temps.json,Chengdu be 16°C,,March 29,,,,,,,,,
polymarket_resolved_temps.json,Chengdu be 17°C,,March 29,,,,,,,,,
polymarket_resolved_temps.json,Chengdu be 18°C,,March 29,,,,,,,,,
polymarket_resolved_temps.json,Chengdu be 19°C,,March 29,,,,,,,,,
polymarket_resolved_temps.json,Chengdu be 20°C,,March 29,,,,,,,,,
polymarket_resolved_temps.json,Chengdu be 21°C or higher,,March 29,,,,,,,,,
polymarket_resolved_temps.json,Dallas be 49°F or below,,March 28,,,,,,,,,
polymarket_resolved_temps.json,Dallas be 68°F or higher,,March 28,,,,,,,,,
polymarket_resolved_temps.json,Taipei be 16°C or below,,March 28,,,,,,,,,
polymarket_resolved_temps.json,Taipei be 17°C,,March 28,,,,,,,,,
polymarket_resolved_temps.json,Taipei be 18°C,,March 28,,,,,,,,,
polymarket_resolved_temps.json,Taipei be 19°C,,March 28,,,,,,,,,
polymarket_resolved_temps.json,Taipei be 20°C,,March 28,,,,,,,,,
polymarket_resolved_temps.json,Taipei be 21°C,,March 28,,,,,,,,,
polymarket_resolved_temps.json,Taipei be 22°C,,March 28,,,,,,,,,
polymarket_resolved_temps.json,Taipei be 23°C,,March 28,,,,,,,,,
polymarket_resolved_temps.json,Taipei be 24°C,,March 28,,,,,,,,,
polymarket_resolved_temps.json,Taipei be 25°C,,March 28,,,,,,,,,
polymarket_resolved_temps.json,Taipei be 26°C or higher,,March 28,,,,,,,,,
polymarket_resolved_temps.json,Chengdu be 10°C or below,,March 30,,,,,,,,,
browser_polymarket_backtest.json,Singapore,,2026-03-13,,,,,,,,,
browser_polymarket_backtest.json,Singapore,,2026-03-14,,,,,,,,,
browser_polymarket_backtest.json,Singapore,,2026-03-16,,,,,,,,,
browser_polymarket_backtest.json,Singapore,,2026-03-17,,,,,,,,,
browser_polymarket_backtest.json,Singapore,,2026-03-20,,,,,,,,,
browser_polymarket_backtest.json,Singapore,,2026-03-21,,,,,,,,,
browser_polymarket_backtest.json,Singapore,,2026-03-22,,,,,,,,,
browser_polymarket_backtest.json,Singapore,,2026-03-24,,,,,,,,,
browser_polymarket_backtest.json,Singapore,,2026-03-25,,,,,,,,,
browser_polymarket_backtest.json,Singapore,,2026-03-26,,,,,,,,,
browser_polymarket_backtest.json,Singapore,,2026-03-27,,,,,,,,,
browser_polymarket_backtest.json,Tokyo,,2026-03-10,,,,,,,,,
browser_polymarket_backtest.json,Tokyo,,2026-03-11,,,,,,,,,
browser_polymarket_backtest.json,Tokyo,,2026-03-12,,,,,,,,,
browser_polymarket_backtest.json,Tokyo,,2026-03-13,,,,,,,,,
browser_polymarket_backtest.json,Tokyo,,2026-03-14,,,,,,,,,
browser_polymarket_backtest.json,Tokyo,,2026-03-15,,,,,,,,,
browser_polymarket_backtest.json,Tokyo,,2026-03-16,,,,,,,,,
browser_polymarket_backtest.json,Tokyo,,2026-03-17,,,,,,,,,
browser_polymarket_backtest.json,Tokyo,,2026-03-18,,,,,,,,,
browser_polymarket_backtest.json,Tokyo,,2026-03-19,,,,,,,,,
browser_polymarket_backtest.json,Tokyo,,2026-03-20,,,,,,,,,
browser_polymarket_backtest.json,Tokyo,,2026-03-21,,,,,,,,,
browser_polymarket_backtest.json,Tokyo,,2026-03-22,,,,,,,,,
browser_polymarket_backtest.json,Tokyo,,2026-03-24,,,,,,,,,
browser_polymarket_backtest.json,Tokyo,,2026-03-25,,,,,,,,,
browser_polymarket_backtest.json,Tokyo,,2026-03-26,,,,,,,,,
browser_polymarket_backtest.json,London,,2026-03-10,,,,,,,,,
browser_polymarket_backtest.json,London,,2026-03-11,,,,,,,,,
browser_polymarket_backtest.json,London,,2026-03-12,,,,,,,,,
browser_polymarket_backtest.json,London,,2026-03-13,,,,,,,,,
browser_polymarket_backtest.json,London,,2026-03-14,,,,,,,,,
browser_polymarket_backtest.json,London,,2026-03-15,,,,,,,,,
browser_polymarket_backtest.json,London,,2026-03-16,,,,,,,,,
browser_polymarket_backtest.json,London,,2026-03-17,,,,,,,,,
browser_polymarket_backtest.json,London,,2026-03-19,,,,,,,,,
browser_polymarket_backtest.json,London,,2026-03-20,,,,,,,,,
browser_polymarket_backtest.json,London,,2026-03-21,,,,,,,,,
browser_polymarket_backtest.json,London,,2026-03-22,,,,,,,,,
browser_polymarket_backtest.json,London,,2026-03-23,,,,,,,,,
browser_polymarket_backtest.json,London,,2026-03-24,,,,,,,,,
browser_polymarket_backtest.json,London,,2026-03-25,,,,,,,,,
browser_polymarket_backtest.json,London,,2026-03-26,,,,,,,,,
browser_polymarket_backtest.json,London,,2026-03-27,,,,,,,,,
browser_polymarket_backtest.json,Paris,,2026-03-10,,,,,,,,,
browser_polymarket_backtest.json,Paris,,2026-03-11,,,,,,,,,
browser_polymarket_backtest.json,Paris,,2026-03-12,,,,,,,,,
browser_polymarket_backtest.json,Paris,,2026-03-13,,,,,,,,,
browser_polymarket_backtest.json,Paris,,2026-03-14,,,,,,,,,
browser_polymarket_backtest.json,Paris,,2026-03-15,,,,,,,,,
browser_polymarket_backtest.json,Paris,,2026-03-16,,,,,,,,,
browser_polymarket_backtest.json,Paris,,2026-03-17,,,,,,,,,
browser_polymarket_backtest.json,Paris,,2026-03-18,,,,,,,,,
browser_polymarket_backtest.json,Paris,,2026-03-19,,,,,,,,,
browser_polymarket_backtest.json,Paris,,2026-03-20,,,,,,,,,
browser_polymarket_backtest.json,Paris,,2026-03-21,,,,,,,,,
browser_polymarket_backtest.json,Paris,,2026-03-22,,,,,,,,,
browser_polymarket_backtest.json,Paris,,2026-03-23,,,,,,,,,
browser_polymarket_backtest.json,Paris,,2026-03-24,,,,,,,,,
browser_polymarket_backtest.json,Paris,,2026-03-25,,,,,,,,,
browser_polymarket_backtest.json,Paris,,2026-03-26,,,,,,,,,
browser_polymarket_backtest.json,Paris,,2026-03-27,,,,,,,,,
browser_polymarket_backtest.json,Hong Kong,,2026-03-13,,,,,,,,,
browser_polymarket_backtest.json,Hong Kong,,2026-03-14,,,,,,,,,
browser_polymarket_backtest.json,Hong Kong,,2026-03-16,,,,,,,,,
browser_polymarket_backtest.json,Hong Kong,,2026-03-17,,,,,,,,,
browser_polymarket_backtest.json,Hong Kong,,2026-03-18,,,,,,,,,
browser_polymarket_backtest.json,Hong Kong,,2026-03-19,,,,,,,,,
browser_polymarket_backtest.json,Hong Kong,,2026-03-21,,,,,,,,,
browser_polymarket_backtest.json,Hong Kong,,2026-03-22,,,,,,,,,
browser_polymarket_backtest.json,Hong Kong,,2026-03-23,,,,,,,,,
browser_polymarket_backtest.json,Hong Kong,,2026-03-24,,,,,,,,,
browser_polymarket_backtest.json,Hong Kong,,2026-03-25,,,,,,,,,
browser_polymarket_backtest.json,Hong Kong,,2026-03-26,,,,,,,,,
browser_polymarket_backtest.json,Seoul,,2026-03-10,,,,,,,,,
browser_polymarket_backtest.json,Seoul,,2026-03-11,,,,,,,,,
browser_polymarket_backtest.json,Seoul,,2026-03-12,,,,,,,,,
browser_polymarket_backtest.json,Seoul,,2026-03-13,,,,,,,,,
browser_polymarket_backtest.json,Seoul,,2026-03-14,,,,,,,,,
browser_polymarket_backtest.json,Seoul,,2026-03-15,,,,,,,,,
browser_polymarket_backtest.json,Seoul,,2026-03-16,,,,,,,,,
browser_polymarket_backtest.json,Seoul,,2026-03-18,,,,,,,,,
browser_polymarket_backtest.json,Seoul,,2026-03-19,,,,,,,,,
browser_polymarket_backtest.json,Seoul,,2026-03-20,,,,,,,,,
browser_polymarket_backtest.json,Seoul,,2026-03-21,,,,,,,,,
browser_polymarket_backtest.json,Seoul,,2026-03-22,,,,,,,,,
browser_polymarket_backtest.json,Seoul,,2026-03-23,,,,,,,,,
browser_polymarket_backtest.json,Seoul,,2026-03-24,,,,,,,,,
browser_polymarket_backtest.json,Seoul,,2026-03-25,,,,,,,,,
browser_polymarket_backtest.json,Seoul,,2026-03-26,,,,,,,,,
browser_polymarket_backtest.json,Seoul,,2026-03-27,,,,,,,,,
browser_polymarket_backtest.json,Shanghai,,2026-03-13,,,,,,,,,
browser_polymarket_backtest.json,Shanghai,,2026-03-14,,,,,,,,,
browser_polymarket_backtest.json,Shanghai,,2026-03-15,,,,,,,,,
browser_polymarket_backtest.json,Shanghai,,2026-03-16,,,,,,,,,
browser_polymarket_backtest.json,Shanghai,,2026-03-17,,,,,,,,,
browser_polymarket_backtest.json,Shanghai,,2026-03-18,,,,,,,,,
browser_polymarket_backtest.json,Shanghai,,2026-03-19,,,,,,,,,
browser_polymarket_backtest.json,Shanghai,,2026-03-20,,,,,,,,,
browser_polymarket_backtest.json,Shanghai,,2026-03-21,,,,,,,,,
browser_polymarket_backtest.json,Shanghai,,2026-03-22,,,,,,,,,
browser_polymarket_backtest.json,Shanghai,,2026-03-23,,,,,,,,,
browser_polymarket_backtest.json,Shanghai,,2026-03-24,,,,,,,,,
browser_polymarket_backtest.json,Shanghai,,2026-03-25,,,,,,,,,
browser_polymarket_backtest.json,Shanghai,,2026-03-26,,,,,,,,,
browser_polymarket_backtest.json,Shanghai,,2026-03-27,,,,,,,,,
browser_polymarket_backtest.json,Taipei,,2026-03-16,,,,,,,,,
browser_polymarket_backtest.json,Taipei,,2026-03-17,,,,,,,,,
browser_polymarket_backtest.json,Taipei,,2026-03-18,,,,,,,,,
browser_polymarket_backtest.json,Taipei,,2026-03-19,,,,,,,,,
browser_polymarket_backtest.json,Taipei,,2026-03-20,,,,,,,,,
browser_polymarket_backtest.json,Taipei,,2026-03-21,,,,,,,,,
browser_polymarket_backtest.json,Taipei,,2026-03-22,,,,,,,,,
browser_polymarket_backtest.json,Taipei,,2026-03-23,,,,,,,,,
browser_polymarket_backtest.json,Taipei,,2026-03-24,,,,,,,,,
browser_polymarket_backtest.json,Taipei,,2026-03-25,,,,,,,,,
browser_polymarket_backtest.json,Taipei,,2026-03-26,,,,,,,,,
browser_polymarket_backtest.json,Taipei,,2026-03-27,,,,,,,,,
gamma_api,Unknown,Unknown,Mayweather beat Loga,0.896991319879671,101440.222822,3339,2020-12-07T18:45:12.184Z,,2021-02-21T00:00:00Z,Will Floyd Mayweather beat Logan Paul in their boxing exhibition match?,,True
gamma_api,Unknown,Unknown,February 25,1.20160591052562e-06,125428.051875,77051,2021-02-06T23:30:01.621Z,,2021-02-25T00:00:00Z,"Will Hashmasks be the highest volume NFT category by 7-day volume on February 25, 2021?",,True
gamma_api,Unknown,Unknown,April 15,6.403295755256884e-05,13742.127656,102122,2021-03-09T18:40:02.05Z,,2021-04-15T00:00:00Z,"Will Texas, Florida, or California have the highest 7-day daily average of COVID-19 cases on April 15, 2021?",,True
gamma_api,Unknown,Unknown,Mayweather beat Loga,0.9004795041816991,352289.831883,161491,2021-04-28T21:40:13.091Z,,2021-06-06T00:00:00Z,Will Floyd Mayweather beat Logan Paul in their rescheduled exhibition boxing match?,,True
gamma_api,Unknown,Unknown,Mayweather fight be,1.6796270815690505e-07,13225.380584,207861,2021-06-03T19:50:03.175Z,,2021-06-06T00:00:00Z,Will the Paul v. Mayweather fight be stopped early?,,True
gamma_api,Unknown,Unknown,Mayweather KO,1.6355552091311226e-07,71871.578844,207869,2021-06-03T19:55:02.994Z,,2021-06-06T00:00:00Z,"Will Floyd Mayweather KO, TKO, or retire Logan Paul? ",,True
gamma_api,Unknown,Unknown,Mayweather?,1.3574772860884593e-07,37542.159437,207870,2021-06-03T19:55:03.001Z,,2021-06-06T00:00:00Z,"Will Logan Paul KO, TKO, or retire Floyd Mayweather? ",,True
gamma_api,Unknown,Unknown,Mayweather?,1.429741101094757e-07,23999.951912,207874,2021-06-03T20:00:04.12Z,,2021-06-06T00:00:00Z,Will Logan Paul knock down Floyd Mayweather?,,True
